number,fermat method,classical method
1277313644,4753.558,11381.936
1188140568,4842.514,10870.68
1470015878,4374.574,12568.45
1359736669,4909.638,11835.236
1449064640,4955.108,12165.012
1341343423,5097.28,11507.07
1596800683,5098.41,12901.638
1638990643,5001.86,13036.936
1512375135,5165.812,12477.746
1620146234,5338.102,13019.886
1766342519,5210.59,13493.174
1524359812,5248.554,12425.588
1610890727,5322.918,12621.07
1812958238,4987.69,13677.488
1933095328,5150.054,14570.506
1935430804,4966.836,14372.992
1937977650,5746.664,14316.414
1951197514,5876.738,14110.928
1853874236,6385.568,13406.766
1988160299,5674.042,14362.274
2044476794,5758.666,14565.334
2246256493,5824.192,15521.382
2331978204,5557.84,16052.326
2342561516,5743.854,15789.722
2220198147,6670.804,15216.264
2275619905,6065.046,15339.18
2367290825,5986.53,15744.012
2437209154,5937.972,16111.612
2557328450,6267.608,16261.814
2476435395,6375.782,15920.526
2507533475,6671.258,15832.688
2612177108,6191.276,16719.836
2656012871,6310.622,16380.236
2613271818,6990.914,16149.498
2760431232,5996.762,17046.816
2744300531,6472.552,16926.05
2843163937,7372.15,17093.01
2860144293,7062.544,17176.192
2898779480,6858.77,17180.152
2759737947,7734.036,16607.944
2819053038,6962.948,16929.59
2956731920,6593.36,17525.948
3214037718,6783.712,18364.138
3145005245,6675.736,18111.462
3264079430,6817.292,18439.744
3310669615,7894.012,18498.782
3235024519,7500.758,17911.592
3402435284,6851.172,18754.846
3197800194,7560.382,17790.69
3499696191,8041.276,19135.414
3565029783,7683.374,19002.09
3473016609,8139.828,18907.322
3528068064,8295.004,18666.58
3951005389,7108.24,20768.844
3914595649,8872.996,19926.798
3840173919,7662.978,20115.91
3872215885,7861.614,19773.362
4227106463,8068.742,21233.784
4556153673,7672.044,22312.952
3942776203,7614.382,20342.356
4343635478,7885.568,21338.632
4422750872,8512.636,21462.952
4568636355,7970.622,22354.408
4215192511,8451.91,20625.116
4305181264,9290.788,20583.04
4350984030,8721.82,21005.0
4631730101,8286.172,22215.522
4633748636,9283.89,21754.848
4945891041,8541.03,22999.732
4531485157,8543.334,21510.302
4880692420,8795.388,22696.532
4942737426,9088.252,22389.022
4986304835,9260.076,22585.906
5162910207,8347.536,23680.374
4898369213,9714.032,22088.826
5390361791,9303.158,23735.66
5130767277,9698.006,23121.478
5393206488,8963.906,23605.906
5311764333,9346.9,23330.002
5315391178,8776.228,23148.29
5282243502,9663.524,22949.786
5844593248,9447.476,24894.758
5602088646,9173.402,24219.674
5762814775,9724.386,24355.92
5550484782,9803.55,23740.682
6102262819,9893.904,25080.588
5675892330,10520.53,23761.552
6171939640,9404.82,25740.964
5555097360,10221.104,23473.596
6526402339,9741.338,26364.726
6006561338,10590.29,24615.802
6164659151,11325.61,25055.624
6232072958,10454.034,24964.354
6011985620,10689.21,24556.946
6610790281,10296.294,26334.384
6494835362,11127.984,25564.586
6809418535,9911.746,26814.146
7248986374,10617.446,27777.29
6881265919,10706.194,26449.02
6782494458,10820.818,26382.01
6933624914,9945.496,26707.024
7033964906,11563.932,26744.904
6974130252,10954.722,27041.44
7130829747,11479.608,26939.774
7260161577,10763.994,27540.29
6565345192,11900.894,25214.128
7022757222,11619.164,26419.254
7368968305,11802.308,27398.762
7069134458,12476.966,26314.932
8085387978,11793.198,28693.414
7505684377,11113.256,27758.494
7957916696,11956.278,28548.648
7611544207,11356.81,27886.318
7819951785,11871.024,27954.88
8159867347,11693.842,28758.684
7672766631,12539.08,27846.586
8583015478,12032.432,29905.046
8157061852,10659.806,29483.204
8956773580,11224.254,30968.164
8792938270,10747.212,30382.182
8636465961,11837.768,29836.222
8220031417,12132.176,28944.64
9110715204,11822.352,30703.424
8985279085,12273.82,30384.034
9135894414,12702.762,30495.928
9420605857,12949.266,30847.504
8359529061,13445.768,29085.82
9516311620,12095.188,31528.74
9560948230,11312.306,32075.142
9281826260,12896.57,30885.156
9699609298,13001.35,31709.498
9740911091,12815.552,32043.434
10336555387,11954.104,33513.606
9705505885,12136.162,31910.642
10265757560,12927.412,32763.904
9705890294,12962.69,31329.564
10722449901,13148.222,33683.012
10383904416,10724.564,33537.036
10678366029,13229.578,33198.458
9884467834,14141.262,31448.196
11654063971,11909.06,35678.326
10946810567,14358.426,33154.462
10310841355,13285.024,32382.62
10847952644,13325.772,32974.408
11042395152,12931.394,33787.35
11816560768,13088.124,35098.07
11855379265,13757.998,36013.726
11619075662,13303.858,34708.732
11702158743,12830.974,35066.388
11529941146,13625.902,34438.316
11414047192,15604.774,33610.166
11827424288,13008.642,35801.548
12049247931,13342.44,35509.85
11915513888,13815.938,35283.836
11646912727,14095.062,34354.086
12041239590,14930.56,34752.874
12853752466,13945.536,37090.898
12704897613,13544.788,36458.072
11960460008,15455.054,34462.776
12085013502,15575.788,34436.912
12117013258,14375.104,35184.314
13273914869,14627.178,36883.69
13335795083,13398.574,37601.46
12344897787,13131.076,35945.044
12153115253,15312.3,34749.692
13482805858,13179.408,37533.634
14337746245,12918.172,39920.858
13461078673,14798.282,37495.988
13260558183,15910.958,36411.538
13977213016,15584.562,38321.666
13509976575,15465.292,37595.48
14671139281,14739.342,39023.224
13583029065,15989.084,37633.984
14158593059,14515.102,38707.15
13624925355,15054.132,37760.676
15658958880,13571.588,41621.37
14190738182,16537.532,37751.222
13560882469,16342.908,37151.8
14769682966,14540.76,39665.054
14474871485,16299.772,38314.734
13803455832,14778.394,37194.846
15657926769,15026.882,40786.604
15308993448,14758.432,40526.732
15196363836,17128.098,39243.966
15467282894,14817.208,40114.888
15722795072,16620.75,40150.344
14876401887,17268.814,38618.83
15304431381,17078.434,39074.134
15655196217,16270.024,40363.916
15695538656,15720.148,40292.602
16019777468,14892.198,40519.472
16862785252,15915.2,42193.974
16255504775,16183.466,41094.852
16322357286,16496.84,41079.852
16671527468,16739.904,41115.958
16506585806,16409.92,41434.302
18141147570,15908.542,44416.056
16727004906,16895.164,41296.128
16140476637,16463.45,40265.388
18067014048,17844.058,43053.948
19987037725,15417.572,47014.794
17603911768,14917.622,43366.438
17819863642,15628.312,44466.144
18223817911,17711.776,43591.78
17582548544,17456.544,42221.014
18320601858,17065.7,43325.546
17434971738,16717.298,41937.88
18502913826,17413.692,43802.282
18338069427,17969.926,43398.818
18431136259,18419.954,43753.352
17920092059,17937.518,42642.966
20116042500,16182.156,47128.378
18504387519,18353.362,43047.012
19738794563,18127.89,45499.798
18880270969,17258.796,44239.31
19215959753,17759.744,45440.528
18233570444,19463.99,43078.668
19022364347,20112.11,43594.964
18004141343,18214.274,42503.686
20347936458,17439.464,46637.516
19681434402,17662.214,45312.154
20386493316,16503.99,46759.614
21969999643,16543.198,49390.262
19347205778,19111.146,43760.382
20343728092,17816.114,45712.504
22023516693,16875.39,49274.046
21436286763,18159.492,47740.816
21183480197,16936.886,47493.554
21625375562,19117.638,46711.04
19791943934,18211.524,44532.858
21834928175,17766.298,47747.888
22765422368,17724.512,49185.274
21024834550,18246.98,46272.432
21604289476,18952.932,47729.582
21299418995,18470.436,47092.464
22297489285,18064.926,48358.14
23297152274,17331.356,50404.728
22374473325,16657.148,49118.758
23621700476,19112.222,50022.172
21917917401,19870.124,47184.954
24165384699,18482.674,50987.246
21622743495,18764.394,47295.964
22061375826,20364.52,46723.218
22984801981,21329.278,48227.588
22959154688,18856.864,48593.73
22000454062,20026.164,46733.58
24380485645,18701.498,50789.36
22715621624,19170.544,48015.622
25233229911,18936.364,51940.556
24065344985,20185.956,49840.862
26570662494,18025.516,54403.734
24019297201,19418.424,50162.136
23452042614,20130.748,48955.628
24226442263,19985.91,50272.664
25324621949,18430.112,51976.526
25100120456,19947.35,50623.948
23871423085,20284.074,49229.57
22362301134,22475.708,46150.63
24743168854,19653.274,50189.322
25780176665,18473.026,52511.458
24663836723,20270.606,50172.546
26439314165,20259.306,52395.802
23722955132,22542.942,48030.398
27397372228,18913.2,53804.75
26165341965,18860.004,52806.226
25256161957,18467.216,50478.496
25640077651,21385.506,51093.238
26760737432,20006.666,52654.38
28200777044,18771.06,55088.99
26319672663,21612.416,51358.998
27826255894,21526.878,53662.698
26753554496,19531.232,52774.676
28299460740,21408.642,54926.096
28181152723,19530.238,54872.186
27253783893,21587.328,52745.148
27987497121,20718.594,54742.608
29954605725,19036.932,57001.058
27618117430,20432.786,53453.072
29317766165,21066.92,55386.328
27021857571,22307.254,51664.496
27049616684,22863.474,50980.116
28917423984,21586.154,54829.882
29651016114,21662.47,55618.288
30703892828,20835.602,57912.728
29610997466,21997.85,55048.874
29138507759,22638.882,54932.074
29859472028,21352.044,55457.98
27642182735,22765.194,52225.184
30638743179,21804.862,56426.586
33002107782,21691.594,59750.168
30224977539,20995.268,56629.864
31176172415,23005.972,56835.404
29243717832,20101.258,55475.674
30701796659,22764.162,55788.496
30656982499,24015.072,55829.48
32275178866,22395.962,58391.884
30958991511,21837.078,56943.072
33058058057,21380.362,59069.692
30434140499,24245.612,55060.718
34098445230,21504.968,61440.174
32151857372,23852.836,56878.74
29400860653,22565.834,53236.628
32584983837,23286.718,58020.85
32467802940,22816.632,58075.692
31464985168,20861.898,57400.578
33359914838,24337.27,58483.68
33347886421,22621.094,58742.96
32339789933,25000.046,57142.494
34201958999,23662.994,59894.34
32524366400,22734.164,58119.55
36071699290,22148.922,61835.226
34384360622,23469.222,59626.846
34209067739,23848.06,59837.756
32357638041,24916.836,57055.128
33575667902,23826.228,58933.394
38333615601,22247.946,65393.34
36638804473,24142.57,62012.256
34090336581,23204.61,58790.028
33376770545,24310.11,58116.25
36749881177,22301.83,62643.636
34675113388,24343.238,59857.366
36732575372,27014.078,62041.926
36783050415,23632.276,62151.954
35927567895,23499.752,61326.922
34629247520,24620.614,59926.95
36647503347,22373.14,62061.18
39226086707,22937.872,65711.676
37764879059,22547.716,63191.002
36291993233,25041.768,61104.73
36798508179,26566.576,60334.378
38298899371,21997.224,64297.59
37627285917,24895.642,62322.952
37622594603,26776.552,61110.312
36847681269,27332.532,60996.576
37999049219,26125.18,62682.076
38824711623,25133.02,63737.552
39335296183,23439.824,64745.6
42075042101,24218.27,68033.3
42199838436,24894.136,67782.524
40041212193,24048.568,65485.06
39612613216,24885.798,63933.854
38965174354,23593.006,63134.552
42321339635,24140.526,67615.952
40041639382,22170.396,65606.816
41128009104,21870.396,66279.598
38851111782,25668.716,62982.12
39063394644,25539.686,62436.208
40167742675,23439.014,65291.238
38068741081,24576.774,62001.57
39169412136,25585.604,62788.968
40342252660,25471.81,64975.748
40500368949,23735.756,65240.824
39375396345,27582.456,63125.762
41550986839,25411.88,65986.668
43487021310,25607.392,67387.134
41627061935,26653.906,65192.294
42821698017,29458.832,66180.492
43703483337,24476.942,68617.412
44136105783,24288.698,68998.12
41855748033,27139.498,65265.666
45222038374,25513.134,70225.058
43906304277,28361.988,66929.184
42241657891,27503.132,65666.968
44100239751,26417.426,67667.436
44414894857,26587.588,67787.864
42120554078,27265.316,65775.992
44859893815,26587.75,68512.156
44183353602,29253.6,66599.742
43160847259,24092.64,68232.458
42887499238,27187.242,66965.086
46280061000,24838.422,70058.364
46414941866,28438.834,68589.232
46619473211,26247.884,69709.604
48478088938,28215.314,70574.718
45501247574,30395.28,67383.334
46266889080,27964.484,69723.428
46004945169,26738.88,69727.53
46370121004,30771.118,67147.03
44770488553,26599.828,68240.24
45197647683,26593.202,68390.468
49598905464,25907.864,71896.446
46397664518,27794.318,68358.594
48738688833,26534.264,71938.816
48610532390,29084.064,70716.89
48283971255,29591.82,70501.51
47538176136,29071.254,70424.168
52012187271,27089.884,74314.706
50018856706,27643.774,72499.672
49347273652,29754.502,70841.044
47666047627,27542.138,70191.53
46898820802,29599.418,69086.85
50879957341,27307.358,73565.788
47372987362,32478.3,68670.586
46950508372,32650.698,67833.35
47649162935,30451.454,69889.656
49584033074,25682.462,73136.294
53281283884,28258.472,75653.69
51769626766,26605.916,73674.482
51702703127,29278.514,72619.894
49518552336,25814.374,71970.736
53049615671,26202.318,75871.962
51538430905,27706.134,74290.668
50209566243,25311.046,73289.806
51465071395,28234.19,73871.322
50292051401,28346.67,72311.978
52139077330,27994.218,74520.756
51802149536,29607.834,72493.878
53308217814,31403.226,74249.444
50734748795,27905.73,72159.068
54161714628,29832.744,74456.492
57027278351,28369.55,78414.88
56175271996,29488.216,77285.006
53053981139,28086.18,74276.46
52067093461,29421.058,73252.986
58183859360,25801.772,80199.368
57329809238,31759.838,77106.342
51411371596,31560.492,71181.652
55768069447,32704.11,75840.91
55073456562,28578.908,75435.53
56535926804,30907.928,76159.22
57281632755,30531.906,77452.672
52570975888,31117.724,72799.818
58304021111,30922.582,78964.388
56790498883,31213.248,76728.494
58701298344,29642.908,79702.184
57208206026,32068.456,76770.016
56133436959,31268.004,75442.63
58886833573,28553.264,79052.542
56025065461,29075.28,75656.014
61123626591,30880.138,80210.98
59543260579,31194.558,78083.936
54459403055,29453.898,74360.65
62021832494,30795.42,81589.748
60714615211,29567.138,80708.63
60001761314,31531.446,78448.438
61147403862,30569.166,79455.428
60516207744,31264.468,79231.072
55624780350,31752.172,74747.112
63015884440,26617.298,83146.054
56441358287,33444.892,75246.492
59406462153,34528.91,76780.366
64336760171,31944.93,82263.908
63702801178,32906.684,81828.916
62339489333,28591.41,82077.314
63090319561,32672.042,81239.69
63717619161,32781.394,81499.148
63739123240,29917.36,81622.638
64490174141,30702.922,83169.936
66056127689,28505.686,84664.62
59704937613,32819.924,77759.59
62029392128,30327.492,80327.036
62569869152,32068.082,80158.418
65698427642,29152.096,83810.156
64416850143,32942.164,81189.7
62476087493,32050.432,80553.9
64601803539,30456.102,83325.522
72246821485,29030.066,89444.462
64311742155,29335.606,82191.02
65378734888,31535.556,82684.932
69425157987,30122.526,87107.51
61005638540,35560.908,78242.366
64429163633,33131.928,80858.078
63085711618,34368.498,79494.272
66813769153,32099.574,83891.552
64438517142,30555.136,81710.238
65694978598,31994.818,81702.926
65641571433,31835.918,82048.196
68957779408,32546.82,84974.304
69995647486,30058.72,86167.732
65485517048,32439.116,81167.126
66091557412,32189.458,82250.928
70954099684,31946.432,88350.06
69632393746,34409.34,84916.082
69044738218,33643.7,84744.714
71434840375,32222.512,87391.654
67870349546,33394.39,84153.902
71850267257,33881.692,87111.394
69701191102,36345.444,84074.02
75400689037,31726.64,91281.144
72313909543,30810.194,87795.452
69620609346,34171.14,83669.272
72742003601,32641.906,88962.422
72530842296,32458.522,87400.046
69877938221,33332.458,85852.882
69963405464,33016.964,85367.33
75875701706,34243.446,90934.668
75836063635,32624.018,89269.912
72633204134,30574.45,88232.944
74610561599,37534.95,87859.282
71390189515,33750.398,86382.456
73672924420,31378.968,88983.666
74861986941,32364.036,88859.804
74401158358,32874.836,88955.934
69457987952,34404.844,83207.456
76439659768,32404.872,90397.45
79536151524,34771.39,89744.878
78447416018,36357.52,91833.284
73944998235,34096.234,87939.2
77127935150,34872.672,90026.304
77129306601,36360.426,89690.426
81253358080,33061.822,94004.202
77933993555,35293.148,90514.718
74275703928,32434.454,87739.362
76473638142,36427.722,89848.116
78821104783,36956.998,90239.022
76018003543,31956.002,89013.714
78605550890,36717.0,89582.646
79500588494,34166.348,91481.036
73609485659,33780.74,86897.162
78553245719,34984.418,91158.48
83374951161,32574.894,94551.51
76149621646,35112.896,87650.282
85523464931,36740.408,96442.95
75600963116,37249.806,87514.634
72891618644,38981.272,83872.126
79403485259,37196.986,90015.022
80869212127,34519.614,92064.59
78554833037,36461.828,90548.252
83979940029,38535.614,94100.56
83986776407,36463.91,94289.172
80615539999,35143.53,92105.612
87107385984,33659.912,98127.334
83109898137,33417.618,94152.684
81744189559,38768.11,91253.374
77774529322,35324.162,89099.366
81183807470,37233.24,91800.86
80983036475,36852.44,90988.226
87985600474,34689.066,97077.06
81411745994,35640.34,92120.45
78548108092,42321.398,88024.456
82707421793,38762.526,90727.976
84098866988,38015.044,93735.838
73234071799,41590.022,83172.028
83927573838,35040.572,93144.078
78777321292,37189.92,90303.84
92914947285,35486.862,101250.818
88448708688,35461.264,98739.448
87394031786,37059.972,95544.78
81631299278,39340.132,90537.57
85367000903,37478.314,94160.24
86465388243,38186.912,95812.08
94860381552,35730.296,100854.658
88156659030,36928.376,96418.254
89063106194,37954.67,95959.372
87548747381,37207.284,95414.854
96305788184,37101.032,101755.962
85297921430,37080.69,94263.802
87741276472,39223.99,94987.474
84429334230,39936.616,92109.066
92511183626,36620.25,99043.284
86066781224,39285.598,93859.786
86233161125,40948.066,92924.496
86460669738,38269.582,93820.876
87821154705,38266.336,94625.258
89885872918,38166.884,97249.506
91656374969,40270.482,97275.994
89793330169,35558.426,97512.44
90716220782,39117.862,96578.256
84663984682,40057.99,90866.542
92093110743,39125.88,96426.6
83976381362,38901.308,91018.514
92635120448,37108.202,97900.388
93006604426,36319.928,99310.364
98037524263,35072.244,102287.522
95339149290,36204.544,100733.782
100585436088,35501.814,103603.862
86635588646,42101.178,93460.756
101875848128,38265.356,104450.98
95776246335,37468.092,101839.726
90522479405,42106.036,95092.318
91777311329,40233.562,97660.212
100070358182,37397.266,102509.47
94210983332,38514.276,98832.946
98833634038,39146.57,101716.376
97839722064,37787.996,101533.652
96805783484,40179.458,99073.366
101288519658,39607.926,104769.562
100813795978,38145.292,103969.034
102615982560,40744.756,104896.648
95527363343,39249.578,97470.638
95616469193,40373.496,99597.6
93061536886,39088.922,97445.656
98746013075,40435.604,102204.944
106909525076,41249.958,106756.42
99549192335,42099.814,101328.326
105889643960,39855.712,105934.096
105934598005,32789.372,109163.754
95594014882,37526.226,100174.376
103452557981,38614.188,104376.92
98504981708,38284.304,100481.78
104285598892,38409.648,105582.422
107363425900,36804.218,108007.776
96708984989,38965.144,100489.828
104039176447,41660.88,104502.25
98139784777,41684.26,100263.12
98415358145,38198.422,100397.682
100811577892,40916.23,102571.858
105360624408,40921.212,105402.438
105279254992,37501.712,105238.512
109683510881,33529.79,109201.896
98143413569,41436.91,100413.254
103803798814,42346.786,104097.436
110939109732,43452.072,107429.926
101360005465,39614.87,102294.104
111010707368,40667.058,108062.356
107941866646,39309.166,107388.018
109148043243,40448.784,106820.332
95584377787,43351.052,98002.478
107418339754,40963.598,107916.056
111258473047,40303.554,109397.248
105996645744,44697.056,104733.128
93791718178,41797.582,97442.004
103012585530,40903.07,101762.042
106106975220,42744.286,104517.634
109891550111,39503.154,106148.944
105712673663,44432.676,103348.69
102106438935,45767.504,99845.974
115835645439,36691.388,114372.2
114521970395,37786.594,112214.258
108958100937,45666.282,104931.408
106341570302,44744.742,104454.354
113789965811,41059.472,110331.914
113890401517,39877.952,110961.4
116487583409,36951.872,111451.704
108537509567,42905.624,105715.854
109224859773,43613.636,103557.806
123062466100,39566.81,117179.834
113640232858,44960.218,107266.626
115583903203,41103.452,110663.084
108377289307,41444.29,106551.446
110560714242,41972.898,106572.034
115514520460,45533.07,109413.124
108490139842,44277.086,105383.642
120542132200,40376.94,112940.254
120451018243,40444.064,113883.464
123065626391,39323.574,115837.902
111924117872,45754.33,107419.484
122308455584,41111.48,116312.626
112474580890,44950.144,107797.82
119307907045,44856.978,112147.148
111782608283,42423.058,106593.164
112053016096,47661.46,106277.24
110098623806,44077.188,104970.43
120894549967,43334.328,114080.638
113894411051,42774.652,108845.44
111428123068,41889.504,107138.208
113042126875,44000.942,107343.638
128567978372,41105.054,118422.46
129134016288,41448.424,117895.356
123648390039,43044.942,113842.106
125919243722,43879.548,115580.042
117996670111,49613.132,107962.526
112375574533,45489.818,105592.73
117677452721,43916.07,111191.464
121412375822,44712.924,111883.41
128478696001,39557.792,118118.524
121804202425,42405.112,113624.756
131119326353,46034.364,117627.244
120559688046,42024.542,111285.962
113065142847,48738.374,105054.244
122394213710,45630.434,112992.23
116952169405,47250.624,108562.742
128209804267,43107.724,118398.966
120309201678,43136.974,110241.604
117948350471,47048.8,109091.338
124234715157,43500.07,114628.78
124061409989,46048.306,114213.582
117104029326,45611.334,109000.922
124186772695,44991.674,112550.672
130728366164,46960.564,116439.692
117718390456,44238.648,109578.148
129691723957,44155.686,117195.682
123862235116,43765.212,112809.164
124312938650,46698.546,112568.464
129572524858,48022.632,116384.188
134312358787,45756.952,118830.818
130636262703,44661.324,116203.464
137676309330,41957.7,121662.342
132817430577,45546.024,118225.674
131971006454,45495.106,119199.828
122762979021,45224.864,112786.43
129324481624,48118.254,114377.764
121310127443,46669.41,110742.92
130744746880,42311.09,118131.748
127459583574,45097.606,114279.494
122861333033,43273.634,111821.45
137659060955,42176.252,122767.754
136950772153,45387.188,120005.656
131409658215,48231.932,115544.536
146331308343,46507.844,125631.4
138997523460,44458.166,120660.824
125562629557,49062.386,112468.63
130862399325,46138.646,117050.454
135523474818,50057.324,117218.298
133216123928,49358.9,117588.102
142681653866,47045.534,123528.908
139215025164,45963.928,120679.954
139560986038,47380.024,120473.494
131869991100,43890.132,116469.896
143312592702,46271.874,124206.334
142082670896,45332.182,123942.334
131045684022,45590.218,117542.196
139586698558,43690.756,121720.7
137237520095,46171.75,118751.722
136449089462,44196.662,119456.384
143072421638,47212.91,121811.48
145777785782,46472.032,125205.554
137331181836,46032.266,118659.522
143845064065,45970.11,123262.294
149667156375,43633.282,128314.278
135212082230,51863.37,117823.658
145595169057,44116.152,126090.602
138769253157,47288.754,119685.952
136848590212,52188.75,117676.602
148389547703,48458.986,124740.428
147304831154,49913.202,124902.418
137273234897,44504.194,119330.782
139209961775,50689.998,117182.408
146323477027,47988.526,123896.35
147547258543,50686.848,123684.94
144863478889,49062.244,123903.156
139560890457,47623.044,119810.63
158368324713,43895.686,132302.198
146426009432,45291.634,125597.788
148065275145,50547.32,122901.162
146629708724,49914.498,124099.08
145453738339,49877.76,121483.508
150171011980,46520.8,125224.218
145803251664,52685.794,121853.166
148103268869,45700.914,125635.138
155537795466,47116.47,129171.406
151578708306,48762.94,124766.006
147194989908,47732.682,124785.932
154555508766,49858.344,128083.608
147145770026,47654.636,124645.156
144221133874,53170.616,119908.226
155422512807,50296.442,129957.872
150887393069,46378.938,124806.334
162680535422,49210.6,133829.744
162608690548,46947.528,133024.138
151405883794,45917.186,124306.866
154143540467,54633.9,125363.238
149641587964,50315.756,124637.22
153981083879,48706.862,128280.026
156926500999,44306.114,130506.224
141493875116,52245.926,116918.162
164687441506,48429.746,134096.89
149387162915,52251.12,121398.766
156317246470,51108.846,128070.408
170366957743,45677.084,138519.684
160007502104,46823.16,130273.636
146673987828,50583.524,121446.832
151582613782,49869.236,126381.566
153522452559,49246.804,124604.318
164876727261,48647.962,132705.158
171889451104,47457.348,138589.43
162630810381,46500.39,129323.6
161201757666,50316.742,127450.296
158622710396,46912.32,129240.218
158997072299,47349.974,130206.82
145965781688,55186.536,118947.578
150175551041,56726.916,123068.006
167964051435,50030.512,132812.01
172455620616,47981.166,136780.318
163171609968,55795.18,128407.036
169908989014,45313.602,135736.764
160154986805,49055.768,130153.356
158627255016,51218.726,127496.084
172095552519,53313.4,136341.408
155211958078,54035.282,125138.56
163680263371,52711.296,129484.538
161527627995,50719.356,128556.68
160091307322,51207.228,127937.756
158065296986,50124.806,128012.974
163538246384,48841.642,132703.414
173933116401,48506.262,137692.378
172384051866,48422.546,136624.628
171240301179,48421.254,134909.764
167609309297,52010.226,131804.378
157350511331,60465.092,125567.68
179434153057,54406.934,137783.494
170413801934,49825.208,135014.376
169783049480,52427.222,134425.616
170108095614,52372.698,132827.658
164100942620,53050.448,129692.036
176273223767,52336.768,136361.19
164127564735,52331.598,128669.114
173857113423,45625.238,136479.072
178783891839,49265.578,138116.986
170825396295,55361.822,132021.186
170234937243,53720.078,131904.46
167346630756,58335.076,128808.946
181497621445,41980.322,142618.422
181718334590,56158.284,135610.068
166182175713,53487.706,129812.112
180299149603,53875.536,138808.864
175465913753,52823.064,133045.906
161654456054,53318.786,127200.844
178981914752,55987.562,135689.224
164180030664,55697.302,128764.432
179668594609,50384.674,137598.092
180000219333,47575.714,140856.392
181389548856,51417.17,138426.07
164109410907,53048.52,128536.746
188328611247,48019.448,143048.786
165171959011,58944.36,129803.14
173314429512,52030.106,133800.19
186814710347,53689.728,140377.04
181442455187,50767.898,137821.846
175800332302,57384.426,133584.222
186480083278,55793.18,141905.206
173288139732,53798.888,132181.19
177011412098,50549.77,136629.036
187905645375,52568.656,142781.472
185976909428,54519.856,138677.404
183964484241,52427.55,139136.798
184064535710,53167.114,140411.506
182394404483,53619.164,138217.268
190421697500,56650.062,142349.368
194225874616,52338.806,145531.644
178255031961,52650.296,135595.22
194137452062,50273.676,146656.966
189378321327,54420.27,140952.706
176653579130,54518.142,135533.808
186160471553,50471.196,138470.002
173482095131,57611.612,132037.794
192087621396,56441.304,140717.804
181818701915,59340.3,135463.43
170262874874,61891.266,128337.868
187048627289,56372.41,137763.764
182317172912,56389.988,136187.216
193959366194,55162.38,143015.082
185182515146,56520.344,137532.35
200379904887,51965.95,147142.122
174546197364,56891.474,132612.628
181219640745,52741.758,136777.446
185099663754,55400.768,137879.232
195553708095,57222.846,142488.33
191997575625,53083.704,142400.504
185844066395,49261.74,141179.834
200547249599,52475.724,147316.536
199626168598,53248.106,145820.876
181421563268,49410.9,138979.858
198683128940,56988.336,144506.63
199174871376,51417.656,145310.698
223489580682,54472.348,155896.808
208897549170,53344.28,150776.976
184520580331,61569.552,135270.7
193344571859,54905.758,143163.682
221217199184,55375.256,155514.484
179377302110,59178.512,133564.164
194070201659,51827.51,144686.004
189207377390,52971.28,139404.642
192992402491,57719.1,143072.35
203685151212,52021.85,147720.37
209006981750,56782.582,148595.696
182784546808,58520.702,134823.52
195878550125,58338.98,142418.68
206941089213,55301.114,148579.398
191293760300,59049.476,139045.546
195359947317,54384.152,143055.138
198096221585,57647.45,143858.668
