number,fermat method,classical method
188557238744,80513.67,131777.77
194183078811,72811.09,137567.99
182683611660,51709.33,137691.86
195842791070,52346.42,141893.98
206049158586,63043.75,144893.9
193834081471,52287.22,146096.29
190423966163,62131.99,137277.54
181715433993,61411.42,132382.02
178774347219,75249.81,126607.37
220100371702,56920.42,156004.97
205461245842,56397.55,148851.17
223560510897,48664.29,159958.7
253289102177,40896.0,174676.54
221805478912,46430.77,160879.92
217614616476,53629.63,150559.72
261426160704,46932.1,181399.71
230557741706,42715.33,163996.57
220048637091,52067.89,155321.59
200037394452,62198.07,140890.02
207476643411,77814.87,143416.02
200011838120,58281.6,138919.66
203241173395,58821.49,146055.46
211965624006,60916.28,150852.09
229019289478,52502.94,163013.67
204209064918,61868.39,145101.87
236250833517,58271.97,162498.08
220493053360,60985.12,151832.88
190831735021,63124.47,135617.95
232815710028,48359.63,162163.81
219412069111,59748.51,151745.87
237496531639,63798.17,161320.27
199905862703,63661.16,140923.9
216673200440,64770.18,145939.93
210487232607,50827.2,151757.89
206982849158,45594.05,146372.57
212894701059,64920.28,144506.33
219344924330,56206.49,152057.41
223058226368,69525.3,151103.43
221699686699,47146.58,154165.88
202045496126,61343.7,139574.52
192737041421,51790.49,138271.25
236520191128,53543.18,163594.94
192625840591,69324.7,131329.77
237566616337,65096.82,156627.38
240492010380,51084.04,164074.03
169973660965,68381.48,124659.45
215479520311,47341.28,149049.05
227710497308,74100.52,152703.53
195491206158,74487.07,135215.51
274159560972,41007.28,179523.97
264899064778,55441.48,171589.58
226137710515,63467.49,154082.18
212838692328,59605.74,151024.73
242002815889,51942.36,161320.59
228812542192,61820.73,152998.1
249631887303,59072.6,162883.58
224829993420,52553.66,156110.78
237857056116,69128.61,155135.28
241918517193,73840.05,156290.77
205109477136,66068.77,142881.41
200847699610,64310.64,140073.63
253804586460,65433.38,166039.24
