number,fermat method,classical method
10506092239,16820.7,30836.27
10577885970,13916.83,31620.83
12222101943,13457.26,36386.6
13343890950,14071.57,38415.17
11509161003,14376.36,33897.04
13955150262,14411.44,38685.97
10583108343,18156.64,30354.91
11944790749,16578.3,33695.16
14286098247,14056.56,39337.19
13768015191,15491.11,38472.29
11003079540,13524.74,32937.08
16452574443,11519.85,44312.24
14994608769,10337.09,42431.5
14179940302,12818.8,38147.0
15203599322,13292.38,41255.57
13968972881,13070.93,38238.31
16378588638,13670.21,43435.62
13822010991,16334.7,36556.19
14869090791,13601.75,39768.67
13938845462,13448.55,38825.66
15730249516,14876.0,40594.14
13697525857,17643.01,36015.32
14818596901,13820.76,40007.83
17016028094,10811.0,44526.54
16365244046,16198.68,41213.11
14377977152,13395.31,38769.4
16325284165,15183.87,41257.53
14471827136,12706.35,38681.27
17107310859,14089.27,43306.2
14768381480,18191.28,38070.99
14647484430,12616.84,38641.87
17502109612,12782.25,43742.45
13737731818,17095.54,37070.64
15308699823,18350.58,38910.11
19644054580,14011.95,47846.22
18650405826,16090.11,44394.15
18076560030,15615.8,44219.41
17383506620,16673.49,43727.18
17042413425,14570.71,43058.49
17302508702,17388.2,41864.61
16951253419,18290.69,40813.72
16351112531,19060.12,40310.13
17018952006,16819.1,43340.03
14688126902,17239.85,36110.84
17843197825,16247.42,43662.16
17666179054,18259.78,42273.33
17804795644,15688.02,43927.26
16484230368,19165.67,41054.19
17040680986,16851.22,43066.41
16622298475,18596.81,39708.9
17598600007,13761.95,43348.77
20282631186,16482.52,48409.39
17501327205,17160.4,42043.29
18607867258,18498.69,45084.75
19584895178,18802.1,45658.78
19132135196,19898.28,43848.28
19080985151,19046.67,44195.35
20118604283,16972.54,47048.8
18859733263,17164.94,43956.75
20423701038,19618.18,45829.66
17907931696,19985.39,42132.89
19813631959,19978.02,45097.36
20526440157,15386.77,47406.92
19700457616,20701.74,43926.25
17477536111,21250.94,40345.55
20883298572,17853.82,45973.81
21004524874,18519.37,46855.6
17666002672,17760.17,40579.88
22360316115,14639.67,50474.05
18079406429,15936.15,42766.41
22447955256,14914.67,51267.16
20059226867,16787.23,45712.46
24872997274,17120.42,53061.0
24729790199,22156.02,51182.98
17797477390,17798.51,40910.7
20153744340,20461.09,45547.71
20141700481,18294.56,44312.04
22955356363,19356.58,49408.49
23199578755,15397.45,50944.03
23026759378,19703.97,47362.87
22634444785,20398.11,47429.0
24211694514,20179.52,50653.99
22334642639,16968.23,50204.53
28259320756,17384.08,57073.68
23131850855,22064.75,48430.91
24894533595,16617.0,53130.87
22748399008,17769.26,49517.39
26782960018,21560.37,53312.9
24951889198,19051.41,51597.52
24983315535,14927.9,51802.38
27852919595,22763.33,53166.54
25745808659,21001.02,51923.83
24335934243,21356.38,49114.88
29088065693,16262.3,57948.1
24325019270,20669.01,50623.82
26745995555,23957.32,53713.16
24894731117,19574.73,51796.24
22755093867,24628.4,46633.66
26884115771,16421.97,54527.69
24943350157,15853.16,52028.1
28577966778,15881.0,58132.37
26810583929,17899.96,53944.0
26613868460,19291.18,52274.62
27242238759,19927.86,52400.98
27670313572,18593.78,54814.13
29337635656,15169.72,58070.71
24641963562,23855.34,48868.91
25803619847,19295.2,53637.36
25405902435,23545.94,50760.69
25005566238,19589.06,49714.22
28307594874,20939.51,53647.49
30251204112,18576.16,56292.39
27885151107,20379.5,54457.34
27090152189,20637.35,53637.68
28226308783,18458.72,55644.79
25698069932,19319.6,51841.19
27900308046,19585.25,55121.37
28765109637,18301.0,54877.24
23777141672,27676.29,46269.73
25132046593,23403.47,50408.43
27939375399,18553.1,55694.54
27600683092,28229.64,50793.34
32040245138,17143.33,59439.08
31290620030,19137.2,58552.67
32359312257,23636.19,58988.4
27428866547,19260.92,54425.32
26858666086,24207.63,51065.86
27532077824,24466.36,52887.3
29164925813,22700.12,53996.35
27887048664,21269.02,52700.12
32276295090,22488.14,59410.8
31775214976,24210.56,56939.46
28920789924,21519.61,54760.11
34499255811,19338.68,61054.07
35937956893,18907.99,65605.17
27458315323,24703.87,49996.3
24622476267,23074.57,49471.58
31096880224,20963.02,57554.2
33190578477,18817.86,59976.62
28760695701,23409.6,52543.71
34235878733,19901.79,63330.86
36683897941,22185.04,63565.65
28299825835,25151.49,52401.68
39098420553,18128.29,67377.54
30933511600,19874.64,57475.19
34778199110,19876.24,62584.71
28936417156,27017.91,50914.82
36099421309,24193.85,61613.17
33433210481,25123.96,59586.55
38077007389,20752.3,64294.16
29489561604,29002.68,52099.43
35237369377,20605.13,60672.81
37317368695,26280.33,61867.64
27849797577,29954.09,51039.41
34816024965,22930.12,58306.65
37820678718,21974.4,62614.06
37861804934,26509.85,64502.53
34164462968,25911.6,58872.09
30394678869,22398.92,54530.95
38636079215,20816.76,65013.14
36955281251,21515.55,63326.16
27028609327,29309.49,47986.67
33267069028,25953.97,57345.27
32333439049,20927.8,57095.82
38210537290,21413.93,65460.02
38837816395,26225.93,64375.69
38211928929,20005.83,64482.27
40615652348,24335.35,65565.13
36133682448,28244.77,59383.6
47602348762,22447.98,74070.03
37950567093,23535.58,62782.41
35854027577,29311.55,59243.0
33478606049,28920.86,54282.64
35739772030,26051.25,59829.15
40051813247,21173.74,67757.46
31279725405,26838.24,54319.55
39690249914,20807.1,67018.83
37754425725,23199.74,62925.03
34476533433,24683.77,58219.56
37727392057,25770.39,61227.79
37515953196,25040.92,62535.85
37892171198,23404.81,62851.1
36911061720,31500.22,61601.08
38645131862,27704.94,62923.26
40818654656,25456.44,65673.6
42920435094,17000.12,70202.2
35909306985,24891.55,59958.53
39696563696,20990.91,64598.31
36717842596,24480.97,60860.45
39965510816,24029.7,65444.55
43808946155,22570.9,68404.62
37083504800,28083.68,60184.31
35847345656,27619.7,60061.24
38318614869,24297.64,64110.35
45511183983,27100.05,68331.56
41869128694,27399.73,65390.81
42801852526,23217.22,67454.83
41696864191,27561.8,62900.11
44891898652,18965.91,70961.82
39763076761,25607.24,62430.54
45291199973,28786.37,68952.03
42679504852,28577.12,66494.51
46732343221,24981.19,70756.34
41641412499,29098.22,64076.29
48231238637,19675.08,72523.71
52001725628,23402.87,75505.04
53134595202,25659.17,77482.93
43190525093,23026.63,67653.77
48336518882,20208.13,76035.75
46202924647,31575.05,67343.29
49961801955,27142.92,74372.82
45872634739,25952.12,70786.86
41536899814,29863.13,64002.72
48117486436,33216.4,69838.81
43761961140,24779.76,67731.19
45312202035,25084.77,70134.98
43998377892,24653.52,67520.72
46533608710,28949.44,69339.26
44913800433,30455.4,65414.7
44279299902,24050.04,67126.89
54706041096,24339.37,78920.04
52348017845,24334.23,76604.33
40828381455,32651.1,61567.1
49156000825,32759.13,70066.99
55096189285,22265.8,79700.58
46433460926,31932.65,66670.92
40512566078,29544.04,63661.79
48473694726,30816.35,71888.5
50593303561,36689.13,70425.06
51805380845,31127.06,72452.93
43394013017,26818.46,65296.07
45740953726,25673.03,69002.79
51653233111,23949.16,77341.31
62118702208,29995.83,83168.78
49517867726,30373.31,72390.39
51006576399,33298.09,70687.96
49188092891,29129.89,70750.41
49549054520,28424.47,72263.34
42508032530,26804.73,65623.52
57282062041,29672.65,79626.23
58052483537,27232.29,81017.35
50525515122,26236.23,72156.51
43773275289,26691.5,64077.27
56881358949,25599.8,79726.26
60007394592,26842.85,82473.61
47556954420,27566.94,68680.16
57159794030,31735.58,77546.59
56816181512,28834.3,78147.65
52571853158,25180.64,74992.88
45233075499,33173.82,68009.13
46862207341,27253.82,67088.0
57724961061,29727.48,76540.34
41589376175,30098.68,61893.67
51616163650,36059.83,69788.99
45932529112,29217.86,67624.06
58427426705,26735.12,80242.39
50231310052,31040.5,70287.93
62761517503,22369.17,85026.1
53036803954,27528.49,74367.12
41722173922,25343.5,65606.13
55501894287,29350.44,76203.0
53087684407,30273.96,75136.37
54248085214,29460.78,75904.1
53809912405,30930.23,75031.33
59687514850,25777.44,82509.81
59394987515,32463.2,79039.78
53122807530,31965.93,73298.93
65674077768,30366.62,85450.5
48920015648,33237.18,66239.89
46208759845,31138.88,65585.92
58633409867,28867.75,79911.91
57407720582,33442.1,76258.73
51046542501,34762.87,69518.77
60014169494,34319.41,78185.11
59762254315,31153.94,78984.78
61011625716,30432.48,82206.58
54649056806,29247.6,77427.82
60350384261,29786.23,80888.43
67024422624,28276.16,86726.7
54030263391,33327.62,72546.79
53159968662,38869.06,72096.0
73043106254,25716.28,91590.14
71509103007,30345.98,89807.28
57163953401,33594.4,75213.95
55214078565,31230.25,74914.54
58461038616,29007.91,80307.18
60771672034,27613.87,80642.72
61273260289,30572.27,81378.03
75147536781,30878.31,93443.28
66293122662,32668.07,84328.37
63508779041,30287.09,80196.49
60239871613,37575.51,76695.52
54580778224,36695.04,71536.3
73257112820,26672.05,91737.57
63541422622,28820.63,82926.39
59610262864,35075.15,76186.25
56129716364,32222.69,72666.94
68546833291,28185.13,85841.6
78333201912,26326.44,96960.77
65518711840,31179.92,81913.44
68773921419,30922.77,82812.05
60446323376,37695.57,77395.88
79551030828,29964.18,93746.07
67919056197,35255.14,82471.34
60003705597,39444.75,76562.66
73397874804,29662.95,88513.26
72237894463,27886.42,90830.34
79868618680,25627.53,97322.57
68005717850,28868.27,85104.1
63044977712,35394.97,79358.34
75219447759,33124.82,88279.22
78021519423,30800.9,93817.2
76703576957,27322.88,94990.36
81296984996,31022.7,93796.18
66065521256,40640.27,81382.54
54127633516,33828.8,69984.84
72152519158,32582.39,87378.37
64109997188,38937.42,78146.54
71751272247,33269.17,84450.39
72831100860,39278.95,86678.16
70354991550,28088.57,86103.31
80202632462,25233.98,96859.49
69924957375,31330.22,86037.65
69952163598,28794.75,88603.57
64890756191,29854.23,81816.18
63787750191,38540.35,77070.68
84095941062,31921.39,97659.21
67649942197,34525.1,83654.52
82190216884,36370.74,94172.71
71993923913,31812.26,87079.22
64344937030,39416.53,78410.1
70908301685,32532.45,87127.57
76046112439,27542.62,91674.98
61106631955,36214.17,78368.78
89659179131,30545.47,100815.99
69129242233,31178.37,84677.29
75866407369,27832.65,90187.72
75243658249,31844.36,86677.99
69853684453,37034.99,84089.95
68145801085,29000.52,84076.32
64976777649,40484.23,77423.93
65873609949,41518.47,79485.61
88455178534,32467.75,101984.37
86611463329,30088.32,98794.17
66152588968,36990.6,81435.66
80464797196,31318.33,95343.59
69842612411,29564.32,84279.26
79942470860,29057.38,93688.36
67551687646,37904.79,82091.66
70782275855,35292.1,83585.31
77549005995,33323.27,89688.75
91242922436,26599.34,103313.87
99146397305,30629.59,106535.3
75790082659,37922.36,87511.02
67171500527,43346.82,79196.27
82607593692,29588.37,94947.01
82360238916,30156.18,97343.12
79777877933,36376.8,90667.61
83390581142,34631.05,92069.88
91284999831,28552.1,103089.56
73043784284,33819.31,88263.52
74061959196,38962.59,86948.87
83103308297,34628.01,96174.35
91494468450,32725.69,99760.46
73673910758,38728.08,83970.81
87544551985,31607.33,100582.83
80867590010,36010.18,88396.48
83609612810,34703.64,95968.43
68535834163,44810.83,78311.99
90563806913,35486.6,100472.57
85356438697,43616.32,93194.1
89426865155,34739.51,98842.99
96026960626,36433.86,105735.61
80353209856,38453.38,89792.7
63810860551,45919.17,75587.57
88353826452,35346.61,95801.78
79199287673,33467.7,88377.89
77719227617,39878.76,87588.18
73247448399,35470.64,88959.52
71194567698,50416.72,80685.17
101751542754,30931.02,108054.43
87051543730,40254.98,94298.93
88126764674,44030.11,95304.68
88197556236,33339.89,96508.7
78113872639,43763.2,86061.54
83324882376,39066.13,90621.25
93566335749,30351.06,103441.74
94640495220,39855.44,101143.11
82244117809,43749.59,89043.37
93135250827,37726.52,98660.28
100518244088,40199.71,106724.2
94628408479,34406.88,100865.74
91431696983,33285.4,98665.47
84222601530,43334.22,88461.18
80537764224,37608.38,91180.54
98914656806,34075.59,103526.93
98304393791,38584.63,102901.25
91060846929,34595.94,98404.85
100889264531,39441.01,104800.33
94427082637,30835.36,102864.06
81088168295,46743.32,85958.42
87475097174,38083.04,94765.69
98050529362,44073.76,101954.79
98848605580,34693.87,103720.51
98943555293,50754.88,99008.3
92826784951,34021.61,99544.09
93197015260,32513.31,101663.92
102556049462,40964.21,104142.95
100639456875,24998.72,109066.15
92698848967,31850.23,99362.61
84327747473,31120.01,95481.93
99809351789,46341.49,102923.44
96277958436,36348.16,102391.08
83338188612,45434.65,88564.38
116142378722,29260.21,118727.94
85892616118,49695.03,90834.12
110083751577,40883.09,109891.42
102593796161,33321.57,107290.08
95051694861,36981.87,101358.17
80998552809,46024.2,82691.17
90507357122,35099.41,98824.27
110209883350,32453.29,112499.77
100039860174,35295.19,103676.26
103529589199,39603.93,105177.08
109405998701,44034.84,107823.96
102319263629,34961.37,104725.32
103030186298,53946.91,99795.21
88671889867,44675.1,90208.76
86706204200,47494.57,90296.22
82811487788,46396.45,87302.67
106066684683,43626.53,104231.54
132168397784,31644.87,127111.92
91102519629,36995.51,94044.0
108968445505,37709.55,109304.34
103913052663,40037.66,104226.57
106959149098,36178.72,105544.44
92820634164,34452.25,97058.54
98397987414,46810.05,98898.42
81235757796,37972.4,90080.78
95218860880,34226.42,103081.01
113748470167,34837.84,113713.03
106124883038,42355.42,103743.62
95296023093,49051.37,97922.49
115527588945,41109.66,111345.17
102792321441,37120.92,104133.15
98366900714,30231.31,103187.2
105705618937,44756.33,103753.72
110289394664,39678.57,109259.03
93398522455,37351.69,99002.76
101927418343,42568.66,101232.02
123918337844,40277.62,119107.71
124691433139,35836.1,120740.9
125109961999,37033.39,119881.93
110690781052,49746.37,105686.72
105747599470,45666.41,103513.69
99265206014,39142.43,101898.66
113607962722,44388.79,108190.94
86231450392,45673.34,87860.92
108012629790,40825.43,103917.13
97429143704,47482.22,100594.2
126772775484,43267.88,116942.32
103978605286,46038.71,100937.01
96322088251,45562.46,97178.33
118217230415,44788.34,112698.64
122597699326,42836.65,117512.5
114862823377,29191.02,114136.51
120844788912,43608.09,116006.21
94800954373,43119.42,96707.39
130659303641,35070.95,122844.79
120778858021,38412.67,115058.39
110038414854,35699.15,107607.59
116181377044,39956.87,111491.27
108261057719,39949.74,108065.55
87467876257,50455.99,86968.04
102835050915,48119.35,99869.0
148346829964,40451.62,132841.62
123318085181,49921.22,112340.51
111882719098,47746.48,107450.25
116668725351,40322.28,110853.75
127247917160,41019.37,119979.86
109992042549,40223.34,107102.99
122402080416,51548.66,114504.75
98820051812,46359.23,94657.39
119062183771,34169.61,112548.65
119591185775,47510.63,110560.65
111717023036,41388.91,106396.98
100959465673,56616.4,98511.72
116243877952,44294.42,108841.91
95885350676,45021.37,92235.59
131639067429,39132.68,123127.25
107126325652,49208.9,101521.22
113161527118,47178.63,107476.25
126699264618,46271.85,115231.99
120096275051,39997.16,114195.12
122692539416,49268.83,111845.21
135157145019,37513.88,124579.41
109763547211,49235.79,103982.65
115963098852,49105.34,106730.96
138503159507,43371.8,117670.22
96633743817,56639.02,92721.48
101757730108,53248.31,95201.65
140661327009,33066.19,127483.86
153891183679,37451.71,136507.33
137348172515,45084.14,119766.45
141762048472,35075.66,126989.34
125618124753,39163.25,116754.26
123055222487,47266.26,107736.51
119336856153,46136.29,109131.19
108611495410,47120.33,103140.29
103925251654,50978.77,96969.46
114055014789,53152.54,103725.15
158544613424,37939.67,138102.28
127983771923,42375.26,115095.75
113595886415,48783.17,105539.26
119436826568,55187.85,106914.7
143481410116,41779.74,123552.21
112638934753,51160.03,105995.37
125158372884,37468.16,114928.12
149351539769,39368.08,130251.07
126951978159,44216.11,113326.49
135109864330,51458.66,116537.1
117837040709,53941.32,107168.99
131628110391,38311.09,117394.83
147919565599,35481.73,130008.74
137095601692,47917.56,116413.91
155209358762,34517.93,135713.52
130696378196,49231.49,118506.31
140983559440,36769.49,127936.11
126542276843,54227.19,113659.74
132747902316,45504.98,114953.69
119511777157,60594.05,107469.02
125480288146,47056.89,112264.2
125560380120,37404.02,117011.98
131426869386,38767.48,117175.13
123222938501,42828.89,110352.38
126544911818,35962.33,119031.06
159214945513,45522.87,134484.03
123780502398,50985.76,109127.54
135628590765,52835.99,117520.27
136409204527,42740.8,116754.54
114468376075,58620.62,101014.8
153586533727,39503.25,130012.19
145084032931,41198.39,124971.31
147977537102,47252.32,123549.36
128639029729,39174.04,116885.14
107525923029,52520.05,98372.5
136562637273,53172.69,115863.88
137163176760,47104.28,117506.09
157326988516,50416.77,132004.61
147662486830,47495.83,127271.38
161585484386,35137.99,137635.71
140571926636,49231.28,117865.41
151702049099,43630.96,127052.42
140083684314,39645.87,121901.39
118775452491,42140.15,108826.38
142037146598,56922.55,120362.32
141559951498,45023.8,124338.74
135885086008,60819.58,115660.07
154059621292,45786.08,130005.46
155296033245,53297.32,124694.22
159438421406,47217.13,131919.67
130014511489,57079.63,110701.2
147043472319,45598.75,123347.85
148814115892,49608.55,126425.83
175660917029,42515.81,139684.79
152461861450,50116.23,129572.15
165578714182,39629.17,136900.02
150358807637,44879.86,130617.95
155936469078,46363.55,128437.79
137744785276,54041.73,115586.37
149221561359,47993.63,129242.16
135760096780,42362.85,121500.57
138355375514,47014.66,117571.66
142138551874,48628.81,120629.83
154226730127,45634.22,126502.66
146433669330,52444.99,120579.24
154982583746,51326.27,125776.56
160353438055,43370.03,136232.69
142580408494,45269.33,118472.78
136026573669,51813.26,117778.9
136134958436,58042.27,111357.28
164553917845,56573.68,131381.5
157810558638,52640.94,129036.78
144141482061,48585.1,121454.71
143547798571,52010.35,120087.06
137403099177,51335.05,120081.35
134466652116,47993.52,115805.92
184209462681,49393.38,142326.35
143422341475,47830.95,121851.32
135691832096,46170.94,115946.95
152353919765,52701.0,124055.88
164537803052,48029.26,133484.43
156430864939,52327.5,128282.32
112804697880,60119.12,99918.09
134223713717,53726.46,117002.32
150424151452,63547.04,119024.34
150358678793,45852.86,124533.58
158502192188,50874.81,129307.3
143308648351,51206.74,117774.36
143578092493,59619.93,118349.95
160705478919,50053.38,130751.47
157795874888,59001.1,124543.39
174456071254,45628.49,140025.85
145550404249,58668.86,121761.69
150461694924,53907.37,120434.49
146822871011,59413.83,120323.97
159944412051,53428.42,126476.28
141100851585,57353.74,116024.92
176235439058,49977.56,135447.05
157648874583,56592.18,124701.06
154314316084,57524.34,125021.32
185180862100,41999.51,146686.75
180198382622,41525.78,140030.92
149560892288,46911.33,122269.22
207678940661,52550.13,157550.9
185266110647,40045.57,144085.5
170831772781,47975.54,136702.37
168641856499,51305.38,135021.98
168489626975,40884.02,134939.3
163436388890,47375.9,132734.12
148966699013,69782.68,119968.94
176220191158,37351.53,142626.23
175149002710,51494.61,134626.7
205129939852,46618.46,153773.66
157688508685,37950.82,130891.99
174865238244,49881.82,136322.61
155066252670,59015.34,119302.28
156234631861,58653.44,125002.82
198278621830,51531.05,143719.93
181285620083,48849.66,140419.39
170262246101,57664.56,134058.89
162328925710,60068.36,128227.77
198944628712,52965.89,147205.07
194902992836,51121.33,147606.49
194152277613,44160.17,150312.02
169164004795,62574.56,132377.33
215218359155,44022.66,157958.61
175052828843,54533.41,137298.96
190041672924,60567.7,141278.58
147832722602,74376.61,113489.4
163075610526,52391.42,125046.8
143841429021,61303.92,114171.36
189155017767,55794.11,141288.95
147559072185,59041.39,114921.08
193553103808,51958.89,144413.41
167512135390,60605.17,128451.71
158566071145,65345.23,119784.32
172352064456,55157.99,134575.94
186963117225,50148.55,142552.89
192142975616,55527.41,142208.45
189158754723,50625.72,140087.52
180458696600,45755.89,139907.57
177502701078,49420.4,132424.32
197720466182,54057.13,145739.43
169489081264,58323.22,129323.56
201798909599,45508.01,153610.53
202536440598,42627.11,153835.39
172549880376,50012.7,133444.5
198599207491,51642.54,146552.42
155903707719,61029.82,123069.25
203826397812,36908.62,156499.52
153876284971,62113.64,122475.57
180907085108,41679.9,138519.31
197672457385,51486.64,146929.88
199700730905,51197.88,148409.97
184060571626,46735.39,138437.28
220028602624,56933.04,154405.1
207497785633,60413.69,149045.43
162577310650,62290.3,127370.99
177476332935,63401.02,132789.58
176992954754,54082.98,136745.25
200401778728,48546.05,150160.72
202435126165,60384.69,148748.95
207980415099,54113.51,150255.29
178713840786,55364.13,136171.13
207305725480,62028.05,149418.68
168218016543,52568.76,127878.1
180976394852,54676.57,137332.89
208936821477,43930.17,152204.69
181132089828,48170.92,137025.77
182354886530,49493.04,138481.17
176639687035,63155.52,129706.75
208346984437,34594.88,157146.29
189171331469,57225.38,136943.81
188472081565,65844.99,136039.68
180773298510,66077.07,132735.99
193007125489,58520.81,145606.84
187023958280,57167.81,135681.35
185512810289,64866.51,133222.81
176775576384,77435.88,124663.1
200416068613,68489.02,141211.46
204486273385,49440.96,146671.48
208752686970,47586.18,153598.11
215296337257,45293.9,157851.08
193320488669,50741.21,142966.98
198510254361,58451.0,145243.61
224314595920,66480.18,151557.97
179942923412,52460.51,136779.95
199811943817,53004.95,145441.87
187182227367,66143.2,140741.96
189132465918,46675.51,143029.67
212574634203,57657.99,150310.77
194334881806,65159.58,139267.23
200783533255,54921.82,144107.07
