number,fermat method,classical method
192353389946,55354.003,140914.537
201371338116,55354.251,144854.355
193695891859,60465.274,139371.007
200311006692,56128.03,144550.368
200192666690,54459.563,144323.105
212600897468,56559.439,150473.809
212678621307,54735.372,152511.683
196219305079,57806.737,141367.519
207494111012,55149.8,147802.219
200013884613,58984.636,143573.995
202501060731,63727.354,143708.195
195230995503,58805.304,140595.921
204891573664,55827.491,146605.078
195887640322,57456.871,141919.099
203735316572,61678.644,144304.565
212082595700,54705.084,151009.914
209051811329,57075.025,148607.937
204800020911,57654.683,147040.094
202934367209,55380.75,144119.342
211814973404,55393.528,150869.534
224596383656,53627.706,157749.573
208347388920,58114.024,147892.966
210447758610,55952.206,148896.285
210253954104,56592.97,146777.964
209250512762,58361.223,147882.321
216757343572,58788.107,151149.079
207530006232,59176.717,146120.297
199579090144,58105.794,142077.717
205440962554,60797.843,144736.081
209958631969,60234.753,147009.876
213722276976,60289.818,148734.219
219482706318,57571.022,152173.441
221796105549,57796.658,154111.348
225283774001,57328.567,154126.078
219737323617,57279.65,152895.91
223739522525,55583.941,154587.655
216326107119,60115.148,150136.384
213414126656,59904.016,149032.598
219086364693,56855.947,152024.215
213151639029,61646.237,147351.356
224566578236,58232.306,154777.658
221229426660,60892.705,151012.1
220673722951,54845.666,152823.599
215042481766,57759.217,148977.29
207306383208,61971.329,144511.313
221591426522,59226.632,153543.41
210910597159,61288.789,146440.856
225483112566,60081.419,154628.824
221598764493,59523.815,151543.155
210034921842,60397.736,147119.936
235866787937,56732.082,158939.998
220511006479,60100.195,150384.521
229631228290,53477.734,156690.262
223002302343,61755.512,151399.893
219123159926,58547.788,150428.359
218469732639,59325.035,150493.395
224815199815,61382.641,151850.321
220306422296,60605.701,150012.858
225914913095,62641.154,154165.824
227034258346,60260.663,153388.229
224333232908,62131.519,151894.359
236201747847,57533.626,157676.072
233360971559,59274.565,158448.405
224962962573,57159.666,154304.956
